"Name","Year","Rating","Tags","Watched.Date","Average.Rating","Runtime","Genre","Director","Actor","Writer","Editor","Cinematographer","Composer","Producer","Studio","Country","Language"
"Toy Story 4",2019,3,"theatre","2019-06-26",3.63,100,"family","Josh Cooley","Tom Hanks","Andrew Stanton","Axel Geddes","Jean-Claude Kalache","Randy Newman","Andrew Stanton","Walt Disney Pictures","USA","English"
"Anima",2019,NA,"","2019-06-27",3.89,15,"music","Paul Thomas Anderson","Thom Yorke",NA,"Andy Jurgensen","Darius Khondji","Thom Yorke","Paul Thomas Anderson","PASTEL","Czechia","English"
"Ralph Breaks the Internet",2018,2,"streaming","2019-06-27",3.1,112,"comedy","Rich Moore","John C. Reilly","Jim Reardon","Fabienne Rawley","Nathan Warner","Henry Jackman","John Lasseter","Walt Disney Pictures","USA","English"
"Laggies",2014,2.5,"streaming","2019-06-27",3.04,100,"romance","Lynn Shelton","Keira Knightley","Andrea Seigel","Nat Sanders","Benjamin Kasulke","Benjamin Gibbard","Steve Golin","Anonymous Content","USA","English"
"The Strange Thing About the Johnsons",2011,NA,"","2019-06-30",3.32,28,"comedy","Ari Aster","Billy Mayo","Ari Aster","Brady Hallongren","Pawel Pogorzelski","Brendan Eder","Alejandro de Leon","American Film Institute Conservatory","USA","English"
"Spider-Man: Far from Home",2019,3,"theatre","2019-07-02",3.55,129,"adventure","Jon Watts","Tom Holland","Chris McKenna","Dan Lebental","Matthew J. Lloyd","Michael Giacchino","Stan Lee","Marvel Studios","USA","English"
"Midsommar",2019,4,"theatre","2019-07-02",3.83,148,"drama","Ari Aster","Florence Pugh","Ari Aster","Lucian Johnston","Pawel Pogorzelski","Bobby Krlic","Lars Knudsen","B-Reel Films","Sweden","English"
"Midsommar",2019,4,"theatre","2019-07-05",3.83,148,"drama","Ari Aster","Florence Pugh","Ari Aster","Lucian Johnston","Pawel Pogorzelski","Bobby Krlic","Lars Knudsen","B-Reel Films","Sweden","English"
"Black Swan",2010,4.5,"blu-ray","2019-07-08",4.08,108,"drama","Darren Aronofsky","Natalie Portman","Mark Heyman","Andrew Weisblum","Matthew Libatique","Clint Mansell","Joseph P. Reidy","Dune Entertainment","USA","English"
"Spider-Man: Far from Home",2019,3,"theatre","2019-07-09",3.55,129,"adventure","Jon Watts","Tom Holland","Chris McKenna","Dan Lebental","Matthew J. Lloyd","Michael Giacchino","Stan Lee","Marvel Studios","USA","English"
"Hereditary",2018,4.5,"blu-ray","2019-07-13",4,127,"thriller","Ari Aster","Toni Collette","Ari Aster","Jennifer Lame","Pawel Pogorzelski","Colin Stetson","Toni Collette","PalmStar Media","USA","English"
"The Last Black Man in San Francisco",2019,4,"theatre","2019-07-13",4.05,121,"drama","Joe Talbot","Jimmie Fails","Joe Talbot","David Marks","Adam Newport-Berra","Emile Mosseri","Brad Pitt","Longshot","USA","English"
"Stuber",2019,3,"theatre","2019-07-17",2.71,93,"action","Michael Dowse","Dave Bautista","Tripper Clancy","Jonathan Schwartz","Bobby Shore","Joseph Trapanese","Nicholas Thomas","GoldDay","USA","English"
"A Most Violent Year",2014,3,"streaming","2019-07-18",3.51,125,"crime","J.C. Chandor","Oscar Isaac","J.C. Chandor","Ron Patane","Bradford Young","Alex Ebert","Jonathan King","Participant","United Arab Emirates","English"
"The Lion King",2019,2,"theatre","2019-07-20",2.83,118,"family","Jon Favreau","Chiwetel Ejiofor","Jeff Nathanson","Mark Livolsi","Caleb Deschanel","Hans Zimmer","Jon Favreau","Walt Disney Pictures","USA","English"
"The Art of Self-Defense",2019,3.5,"theatre","2019-07-23",3.54,104,"thriller","Riley Stearns","Jesse Eisenberg","Riley Stearns","Sarah Beth Shapiro","Michael Ragen","Heather McIntosh","Nathan Zellner","End Cue","USA","English"
"The Hateful Eight",2015,4,"streaming","2019-07-24",3.84,188,"drama","Quentin Tarantino","Samuel L. Jackson","Quentin Tarantino","Fred Raskin","Robert Richardson","Ennio Morricone","Bob Weinstein","The Weinstein Company","USA","English"
"Once Upon a Timeâ€¦ in Hollywood",2019,3.5,"theatre","2019-07-25",3.8,162,"thriller","Quentin Tarantino","Leonardo DiCaprio","Quentin Tarantino","Fred Raskin","Robert Richardson",NA,"Quentin Tarantino","Heyday Films","China","English"
"The Elephant Man",1980,4,"theatre","2019-07-27",4.12,124,"drama","David Lynch","Anthony Hopkins","David Lynch","Anne V. Coates","Freddie Francis","John Morris","Mel Brooks","Brooksfilms","UK","English"
"The Alphabet",1969,NA,"","2019-07-28",3.53,4,"horror","David Lynch","Peggy Lynch","David Lynch",NA,"David Lynch",NA,"H. Barton Wasserman","Pensylvania Academy of Fine Arts","USA","English"
"8Â½",1963,4,"theatre","2019-07-28",4.27,139,"fantasy","Federico Fellini","Marcello Mastroianni","Federico Fellini","Leo Catozzo","Gianni Di Venanzo","Nino Rota","Angelo Rizzoli","Cineriz","Italy","Italian"
"Funny Games",1997,4,"streaming","2019-07-28",3.88,109,"thriller","Michael Haneke","Ulrich Mühe","Michael Haneke","Andreas Prochaska","Jürgen Jürges",NA,"Veit Heiduschka","wega film vienna","Austria","German"
"Once Upon a Timeâ€¦ in Hollywood",2019,3.5,"theatre","2019-07-31",3.8,162,"thriller","Quentin Tarantino","Leonardo DiCaprio","Quentin Tarantino","Fred Raskin","Robert Richardson",NA,"Quentin Tarantino","Heyday Films","China","English"
"Top Gun",1986,3,"theatre","2019-08-04",3.33,110,"drama","Tony Scott","Tom Cruise","Jim Cash","Chris Lebenzon","Jeffrey L. Kimball","Harold Faltermeyer","Jerry Bruckheimer","Paramount","USA","English"
"Jackie Brown",1997,3.5,"streaming","2019-08-07",3.82,154,"thriller","Quentin Tarantino","Pam Grier","Quentin Tarantino","Sally Menke","Guillermo Navarro",NA,"Lawrence Bender","Miramax","USA","English"
"The Beach Bum",2019,3,"streaming","2019-08-11",3.29,95,"comedy","Harmony Korine","Matthew McConaughey","Harmony Korine","Douglas Crise","Benoît Debie","John Debney","Steve Golin","Anonymous Content","France","English"
"Ex Machina",2014,4.5,"streaming","2019-08-12",3.98,108,"drama","Alex Garland","Domhnall Gleeson","Alex Garland","Mark Day","Rob Hardy","Geoff Barrow","Tessa Ross","DNA Films","UK","English"
"The Farewell",2019,4,"theatre","2019-08-15",4.06,100,"drama","Lulu Wang","Awkwafina","Lulu Wang","Matthew Friedman","Anna Franquesa Solano","Alex Weston","Chris Weitz","Big Beach","China","English"
"Blinded by the Light",2019,3,"theatre","2019-08-16",3.34,114,"drama","Gurinder Chadha","Viveik Kalra","Gurinder Chadha","Susie Figgis","Ben Smithard","Bruce Springsteen","Gurinder Chadha","New Line Cinema","UK","English"
"Cosmos Laundromat",2015,NA,"","2019-08-17",3.27,12,"animation","Mathieu Auvray","Pierre Bokma","Esther Wouda",NA,NA,"Sebastian Krause","Ton Roosendaal","Blender Foundation","Netherlands","English"
"Invader ZIM: Enter the Florpus",2019,NA,"streaming","2019-08-17",3.69,71,"science-fiction","Jenny Goldberg","Jhonen Vasquez","Jhonen Vasquez","Jonathan Sims",NA,NA,"Jhonen Vasquez","Nickelodeon Animation Studio","USA","English"
"The Peanut Butter Falcon",2019,3,"theatre","2019-08-24",3.84,97,"comedy","Tyler Nilson","Shia LaBeouf","Tyler Nilson","Kevin Tent","Nigel Bluck","Noam Pikelny","Albert Berger","Armory Films","USA","English"
"Ready or Not",2019,3,"theatre","2019-08-25",3.57,95,"comedy","Matt Bettinelli-Olpin","Samara Weaving","Guy Busick","Terel Gibson","Brett Jutkiewicz","Brian Tyler","James Vanderbilt","Mythology Entertainment","USA","English"
"Midsommar",2019,4,"theatre","2019-08-31",3.83,148,"drama","Ari Aster","Florence Pugh","Ari Aster","Lucian Johnston","Pawel Pogorzelski","Bobby Krlic","Lars Knudsen","B-Reel Films","Sweden","English"
"The King of Comedy",1982,4.5,"streaming","2019-09-01",4.15,109,"comedy","Martin Scorsese","Robert De Niro","Paul D. Zimmerman","Thelma Schoonmaker","Fred Schuler","Robbie Robertson","Arnon Milchan","Embassy International Pictures","USA","English"
"It",2017,2.5,"theatre","2019-09-04",3.52,135,"horror","Andy Muschietti","Jaeden Martell","Stephen King","Jason Ballantine","Jeong Jeong-hun","Benjamin Wallfisch","Marty P. Ewing","RatPac Entertainment","USA","English"
"It Chapter Two",2019,1.5,"theatre","2019-09-05",2.96,169,"fantasy","Andy Muschietti","Bill Skarsgård","Stephen King","Jason Ballantine","Checco Varese","Benjamin Wallfisch","Marty P. Ewing","Lin Pictures","USA","English"
"The Last Black Man in San Francisco",2019,4,"blu-ray","2019-09-06",4.05,121,"drama","Joe Talbot","Jimmie Fails","Joe Talbot","David Marks","Adam Newport-Berra","Emile Mosseri","Brad Pitt","Longshot","USA","English"
"Shutter Island",2010,4,"streaming","2019-09-07",4,138,"thriller","Martin Scorsese","Leonardo DiCaprio","Dennis Lehane","Thelma Schoonmaker","Robert Richardson",NA,"Martin Scorsese","Phoenix Pictures","USA","English"
"Memento",2000,5,"blu-ray","2019-09-13",4.12,113,"thriller","Christopher Nolan","Guy Pearce","Christopher Nolan","Dody Dorn","Wally Pfister","David Julyan","Jennifer Todd","Summit Entertainment","USA","English"
"Hustlers",2019,3.5,"theatre","2019-09-17",3.43,110,"crime","Lorene Scafaria","Constance Wu","Lorene Scafaria","Kayla Emter","Todd Banhazl",NA,"Will Ferrell","Annapurna Pictures","USA","English"
"Ad Astra",2019,3,"theatre","2019-09-19",3.39,123,"drama","James Gray","Brad Pitt","James Gray","John Axelrad","Hoyte van Hoytema","Max Richter","Brad Pitt","New Regency Productions","Brazil","English"
"John Wick: Chapter 3 - Parabellum",2019,4,"theatre","2019-09-22",3.68,130,"thriller","Chad Stahelski","Keanu Reeves","Derek Kolstad","Evan Schiff","Dan Laustsen","Tyler Bates","Chad Stahelski","Summit Entertainment","USA","English"
"Mulholland Drive",2001,NA,"blu-ray","2019-09-29",4.2,147,"thriller","David Lynch","Naomi Watts","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Alain Sarde","Asymmetrical Productions","France","English"
"Joker",2019,3,"theatre","2019-10-03",3.85,122,"crime","Todd Phillips","Joaquin Phoenix","Scott Silver","Jeff Groth","Lawrence Sher","Hildur Guðnadóttir","Bruce Berman","Warner Bros. Pictures","Canada","English"
"El Camino: A Breaking Bad Movie",2019,3,"streaming","2019-10-11",3.51,123,"drama","Vince Gilligan","Aaron Paul","Vince Gilligan","Skip MacDonald","Marshall Adams","Dave Porter","Mark Johnson","Sony Pictures Television Studios","USA","English"
"High Life",2018,3,"streaming","2019-10-19",3.28,113,"thriller","Claire Denis","Robert Pattinson","Claire Denis","Guy Lecorne","Yorick Le Saux","Tindersticks","Christoph Friedel","Wild Bunch","France","English"
"Brothers",2015,NA,"","2019-10-24",3.4,11,"drama","Robert Eggers","Ethan Sailor","Robert Eggers","Louise Ford","Jarin Blaschke",NA,"Jodi Redmond","Parts and Labor","USA","English"
"The Lighthouse",2019,4.5,"theatre","2019-10-25",4.05,109,"thriller","Robert Eggers","Robert Pattinson","Robert Eggers","Louise Ford","Jarin Blaschke","Mark Korven","Arnon Milchan","A24","Canada","English"
"Scary Stories to Tell in the Dark",2019,2,"theatre","2019-10-27",2.84,108,"horror","André Øvredal","Zoe Colletti","Patrick Melton","Patrick Larsgaard","Roman Osin","Marco Beltrami","Sean Daniel","1212 Entertainment","Canada","English"
"The Lighthouse",2019,4.5,"theatre","2019-10-28",4.05,109,"thriller","Robert Eggers","Robert Pattinson","Robert Eggers","Louise Ford","Jarin Blaschke","Mark Korven","Arnon Milchan","A24","Canada","English"
"The Blair Witch Project",1999,3,"theatre","2019-10-31",3.34,81,"mystery","Daniel Myrick","Heather Donahue","Daniel Myrick","Daniel Myrick","Neal Fredericks","Tony Cora","Robin Cowie","Haxan Films","USA","English"
"Hereditary",2018,4.5,"blu-ray","2019-10-31",4,127,"thriller","Ari Aster","Toni Collette","Ari Aster","Jennifer Lame","Pawel Pogorzelski","Colin Stetson","Toni Collette","PalmStar Media","USA","English"
"Raging Bull",1980,4,"streaming","2019-11-02",4.19,129,"history","Martin Scorsese","Robert De Niro","Paul Schrader","Thelma Schoonmaker","Michael Chapman","Pietro Mascagni","Irwin Winkler","United Artists","USA","English"
"Parasite",2019,5,"theatre","2019-11-08",4.59,133,"comedy","Bong Joon-ho","Song Kang-ho","Bong Joon-ho","Yang Jin-Mo","Hong Kyung-pyo","Jung Jae-il","Bong Joon-ho","Barunson E&A","South Korea","Korean"
"Doctor Sleep",2019,3,"theatre","2019-11-10",3.42,152,"thriller","Mike Flanagan","Ewan McGregor","Stephen King","Mike Flanagan","Michael Fimognari","Andrew Grush","Stephen King","Vertigo Entertainment","USA","English"
"Parasite",2019,5,"theatre","2019-11-13",4.59,133,"comedy","Bong Joon-ho","Song Kang-ho","Bong Joon-ho","Yang Jin-Mo","Hong Kyung-pyo","Jung Jae-il","Bong Joon-ho","Barunson E&A","South Korea","Korean"
"The Witch",2015,4,"streaming","2019-11-14",3.86,92,"drama","Robert Eggers","Anya Taylor-Joy","Robert Eggers","Louise Ford","Jarin Blaschke","Mark Korven","Mark Gingras","Very Special Projects","Canada","English"
"Return of the Jedi",1983,3.5,"streaming","2019-11-17",4,135,"science-fiction","Richard Marquand","Mark Hamill","George Lucas","Marcia Lucas","Alan Hume","John Williams","George Lucas","Lucasfilm Ltd.","USA","English"
"Jojo Rabbit",2019,2,"theatre","2019-11-20",4.05,108,"comedy","Taika Waititi","Roman Griffin Davis","Taika Waititi","Tom Eagles","Mihai Malaimare Jr.","Michael Giacchino","Taika Waititi","Fox Searchlight Pictures","Czechia","English"
"Ford v Ferrari",2019,3,"theatre","2019-11-21",3.84,153,"drama","James Mangold","Christian Bale","Jez Butterworth","Michael McCusker","Phedon Papamichael","Marco Beltrami","James Mangold","20th Century Fox","USA","English"
"Knives Out",2019,4,"theatre","2019-11-22",4.04,131,"comedy","Rian Johnson","Daniel Craig","Rian Johnson","Bob Ducsay","Steve Yedlin","Nathan Johnson","Tom Karnowski","Lionsgate","USA","English"
"Star Wars: The Force Awakens",2015,3.5,"streaming","2019-11-24",3.51,136,"science-fiction","J.J. Abrams","Harrison Ford","Lawrence Kasdan","Maryann Brandon","Dan Mindel","John Williams","Kathleen Kennedy","Lucasfilm Ltd.","USA","English"
"Star Wars: The Last Jedi",2017,3.5,"streaming","2019-11-24",3.21,152,"science-fiction","Rian Johnson","Mark Hamill","Rian Johnson","Bob Ducsay","Steve Yedlin","John Williams","Kathleen Kennedy","Lucasfilm Ltd.","USA","English"
"The Irishman",2019,4.5,"theatre","2019-11-29",3.9,209,"drama","Martin Scorsese","Robert De Niro","Steven Zaillian","Thelma Schoonmaker","Rodrigo Prieto","Robbie Robertson","Robert De Niro","Tribeca Productions","USA","English"
"Mean Streets",1973,3.5,"streaming","2019-11-30",3.67,112,"drama","Martin Scorsese","Robert De Niro","Martin Scorsese","Sidney Levin","Kent L. Wakeford","Eric Clapton","Martin Scorsese","Scorsese Productions","USA","English"
"The Florida Project",2017,4,"streaming","2019-12-03",4.1,112,"drama","Sean Baker","Willem Dafoe","Sean Baker","Sean Baker","Alexis Zabe","Lorne Balfe","Sean Baker","Cre Film","USA","English"
"The Report",2019,3,"streaming","2019-12-05",3.42,118,"drama","Scott Z. Burns","Adam Driver","Scott Z. Burns","Greg O'Bryant","Eigil Bryld","David Wingo","Steven Soderbergh","Margin of Error","USA","English"
"Honey Boy",2019,3.5,"theatre","2019-12-06",3.85,94,"drama","Alma Har'el","Shia LaBeouf","Shia LaBeouf","Dominic LaPerriere","Natasha Braier","Alex Somers","Daniela Taplin Lundberg","Amazon Studios","USA","English"
"Marriage Story",2019,4,"streaming","2019-12-07",4,137,"drama","Noah Baumbach","Adam Driver","Noah Baumbach","Jennifer Lame","Robbie Ryan","Randy Newman","Noah Baumbach","Heyday Films","UK","English"
"A Beautiful Day in the Neighborhood",2019,3,"theatre","2019-12-08",3.64,109,"drama","Marielle Heller","Matthew Rhys","Noah Harpster","Anne McCabe","Jody Lee Lipes","Nate Heller","Peter Saraf","TriStar Pictures","China","English"
"The Meyerowitz Stories (New and Selected)",2017,4,"streaming","2019-12-10",3.67,112,"drama","Noah Baumbach","Adam Sandler","Noah Baumbach","Jennifer Lame","Robbie Ryan","Randy Newman","Scott Rudin","Gilded Halfwing","USA","English"
"Akira",1988,4,"streaming","2019-12-11",4.2,124,"science-fiction","Katsuhiro Otomo","Mitsuo Iwata","Katsuhiro Otomo","Takeshi Seyama","Katsuji Misawa","Shoji Yamashiro","Haruyo Kanesaku","Akira Committee Company Ltd.","Japan","Japanese"
"Richard Jewell",2019,2.5,"theatre","2019-12-15",3.49,131,"crime","Clint Eastwood","Paul Walter Hauser","Billy Ray","Joel Cox","Yves Bélanger","Arturo Sandoval","Clint Eastwood","Warner Bros. Pictures","USA","English"
"Knives Out",2019,4,"theatre","2019-12-17",4.04,131,"comedy","Rian Johnson","Daniel Craig","Rian Johnson","Bob Ducsay","Steve Yedlin","Nathan Johnson","Tom Karnowski","Lionsgate","USA","English"
"Star Wars: The Rise of Skywalker",2019,2,"theatre","2019-12-19",2.63,142,"science-fiction","J.J. Abrams","Carrie Fisher","J.J. Abrams","Maryann Brandon","Dan Mindel","John Williams","Kathleen Kennedy","Lucasfilm Ltd.","USA","English"
"Uncut Gems",2019,4.5,"theatre","2019-12-25",3.95,136,"drama","Josh Safdie","Adam Sandler","Josh Safdie","Benny Safdie","Darius Khondji","Daniel Lopatin","Martin Scorsese","A24","USA","English"
"Good Time",2017,4.5,"blu-ray","2019-12-26",3.98,102,"crime","Josh Safdie","Robert Pattinson","Josh Safdie","Benny Safdie","Sean Price Williams","Daniel Lopatin","Terry Dougas","Elara Pictures","USA","English"
"Death Proof",2007,3,"blu-ray","2020-01-06",3.48,113,"thriller","Quentin Tarantino","Kurt Russell","Quentin Tarantino","Sally Menke","Quentin Tarantino",NA,"Robert Rodriguez","Troublemaker Studios","USA","English"
"Uncut Gems",2019,4.5,"theatre","2020-01-08",3.95,136,"drama","Josh Safdie","Adam Sandler","Josh Safdie","Benny Safdie","Darius Khondji","Daniel Lopatin","Martin Scorsese","A24","USA","English"
"It Comes at Night",2017,3.5,"streaming","2020-01-10",3.24,91,"horror","Trey Edward Shults","Kelvin Harrison Jr.","Trey Edward Shults","Matthew Hannam","Drew Daniels","Brian McOmber","Joel Edgerton","A24","USA","English"
"Little Women",2019,4,"theatre","2020-01-11",4.16,135,"drama","Greta Gerwig","Saoirse Ronan","Greta Gerwig","Nick Houy","Yorick Le Saux","Alexandre Desplat","Arnon Milchan","Columbia Pictures","USA","English"
"Rosemary's Baby",1968,4.5,"streaming","2020-01-12",4.16,138,"drama","Roman Polanski","Mia Farrow","Roman Polanski","Sam O'Steen","William A. Fraker","Krzysztof Komeda","William Castle","William Castle Productions","USA","English"
"Uncut Gems",2019,4.5,"theatre","2020-01-15",3.95,136,"drama","Josh Safdie","Adam Sandler","Josh Safdie","Benny Safdie","Darius Khondji","Daniel Lopatin","Martin Scorsese","A24","USA","English"
"Goldman v Silverman",2020,NA,"","2020-01-16",3.28,7,"drama","Josh Safdie","Adam Sandler",NA,NA,NA,"Forget","Scott Rudin","Elara Pictures","USA","English"
"1917",2019,3.5,"theatre","2020-01-18",4.08,119,"thriller","Sam Mendes","George MacKay","Sam Mendes","Lee Smith","Roger Deakins","Thomas Newman","Sam Mendes","Universal Pictures","Canada","English"
"The Master",2012,4,"streaming","2020-01-20",3.98,137,"drama","Paul Thomas Anderson","Joaquin Phoenix","Paul Thomas Anderson","Leslie Jones","Mihai Malaimare Jr.","Jonny Greenwood","Paul Thomas Anderson","Annapurna Pictures","USA","English"
"The Farewell",2019,4,"streaming","2020-01-22",4.06,100,"drama","Lulu Wang","Awkwafina","Lulu Wang","Matthew Friedman","Anna Franquesa Solano","Alex Weston","Chris Weitz","Big Beach","China","English"
"Climax",2018,4,"","2020-02-03",3.73,97,"music","Gaspar Noé","Sofia Boutella","Gaspar Noé","Gaspar Noé","Benoît Debie",NA,"Vincent Maraval","Wild Bunch","Belgium","French"
"Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)",2020,2,"theatre","2020-02-08",3.25,109,"action","Cathy Yan","Margot Robbie","Christina Hodson","Jay Cassidy","Matthew Libatique","Daniel Pemberton","David Ayer","Warner Bros. Pictures","USA","English"
"Parasite",2019,5,"","2020-02-10",4.59,133,"comedy","Bong Joon-ho","Song Kang-ho","Bong Joon-ho","Yang Jin-Mo","Hong Kyung-pyo","Jung Jae-il","Bong Joon-ho","Barunson E&A","South Korea","Korean"
"Uncut Gems",2019,4.5,"theatre","2020-02-11",3.95,136,"drama","Josh Safdie","Adam Sandler","Josh Safdie","Benny Safdie","Darius Khondji","Daniel Lopatin","Martin Scorsese","A24","USA","English"
"Portrait of a Lady on Fire",2019,5,"theatre","2020-02-12",4.43,120,"drama","Céline Sciamma","Noémie Merlant","Céline Sciamma","Julien Lacheray","Claire Mathon","Jean-Baptiste de Laubier","Bénédicte Couvreur","Lilies Films","France","French"
"Blue Valentine",2010,4,"streaming","2020-02-13",3.77,112,"drama","Derek Cianfrance","Ryan Gosling","Derek Cianfrance","Jim Helton","Andrij Parekh","Grizzly Bear","Michelle Williams","Cottage Industries","USA","English"
"Water Lilies",2007,3.5,"streaming","2020-02-15",3.54,85,"drama","Céline Sciamma","Pauline Acquart","Céline Sciamma","Julien Lacheray","Crystel Fournier","Jean-Baptiste de Laubier","Jérôme Dopffer","Balthazar Productions","France","French"
"Sonic the Hedgehog",2020,2,"theatre","2020-02-15",2.85,99,"science-fiction","Jeff Fowler","Ben Schwartz","Josh Miller","Debra Neil-Fisher","Stephen F. Windon","Junkie XL","Neal H. Moritz","Original Film","Japan","English"
"Blow-Up",1966,2.5,"dvd","2020-02-17",3.84,111,"mystery","Michelangelo Antonioni","David Hemmings","Michelangelo Antonioni","Frank Clarke","Carlo Di Palma","Herbie Hancock","Carlo Ponti","Bridge Films","UK","English"
"Little Women",2019,4,"theatre","2020-02-18",4.16,135,"drama","Greta Gerwig","Saoirse Ronan","Greta Gerwig","Nick Houy","Yorick Le Saux","Alexandre Desplat","Arnon Milchan","Columbia Pictures","USA","English"
"La Haine",1995,4.5,"streaming","2020-02-20",4.37,98,"drama","Mathieu Kassovitz","Vincent Cassel","Mathieu Kassovitz","Mathieu Kassovitz","Pierre Aïm","Assassin","Christophe Rossignon","Kasso Productions","France","French"
"First Reformed",2017,5,"streaming","2020-02-22",3.98,113,"drama","Paul Schrader","Ethan Hawke","Paul Schrader","Ben Rodriguez Jr.","Alexander Dynan","Brian Williams","Christine Vachon","Arclight Films","USA","English"
"Funny Games",1997,4,"streaming","2020-02-23",3.88,109,"thriller","Michael Haneke","Ulrich Mühe","Michael Haneke","Andreas Prochaska","Jürgen Jürges",NA,"Veit Heiduschka","wega film vienna","Austria","German"
"Spring Breakers",2012,3.5,"dvd","2020-02-24",2.83,94,"crime","Harmony Korine","James Franco","Harmony Korine","Douglas Crise","Benoît Debie","Cliff Martinez","Ted Field","Iconoclast","France","English"
"Shoplifters",2018,4.5,"streaming","2020-02-27",4.19,121,"drama","Hirokazu Kore-eda","Lily Franky","Hirokazu Kore-eda","Hirokazu Kore-eda","Ryûto Kondô","Haruomi Hosono","Hijiri Taguchi","Gaga Corporation","Japan","Japanese"
"The Big Lebowski",1998,4.5,"streaming","2020-02-29",4.12,117,"comedy","Joel Coen","Jeff Bridges","Joel Coen","Joel Coen","Roger Deakins","Carter Burwell","Ethan Coen","Gramercy Pictures","UK","English"
"The Invisible Man",2020,3.5,"theatre","2020-03-01",3.55,124,"horror","Leigh Whannell","Elisabeth Moss","Leigh Whannell","Andy Canny","Stefan Duscio","Benjamin Wallfisch","Leigh Whannell","Blumhouse Productions","Australia","English"
"Emma.",2020,2.5,"theatre","2020-03-11",3.66,125,"comedy","Autumn de Wilde","Anya Taylor-Joy","Jane Austen","Nick Emerson","Christopher Blauvelt","David Schweitzer","Tim Bevan","Working Title Films","UK","English"
"Portrait of a Lady on Fire",2019,5,"theatre","2020-03-15",4.43,120,"drama","Céline Sciamma","Noémie Merlant","Céline Sciamma","Julien Lacheray","Claire Mathon","Jean-Baptiste de Laubier","Bénédicte Couvreur","Lilies Films","France","French"
"Misery",1990,3.5,"streaming","2020-03-16",3.92,107,"drama","Rob Reiner","James Caan","William Goldman","Robert Leighton","Barry Sonnenfeld","Marc Shaiman","Rob Reiner","Columbia Pictures","USA","English"
"Magnolia",1999,4,"streaming","2020-03-19",4.14,189,"drama","Paul Thomas Anderson","Jeremy Blackman","Paul Thomas Anderson","Dylan Tichenor","Robert Elswit","Jon Brion","Dylan Tichenor","Ghoulardi Film Company","USA","English"
"The World's End",2013,4,"blu-ray","2020-03-21",3.56,109,"comedy","Edgar Wright","Simon Pegg","Edgar Wright","Paul Machliss","Bill Pope","Steven Price","Tim Bevan","Focus Features","UK","English"
"Django Unchained",2012,4.5,"streaming","2020-03-27",4.14,165,"western","Quentin Tarantino","Jamie Foxx","Quentin Tarantino","Fred Raskin","Robert Richardson","Luis Bacalov","Bob Weinstein","The Weinstein Company","USA","English"
"The Seventh Seal",1957,4.5,"streaming","2020-03-29",4.28,96,"drama","Ingmar Bergman","Max von Sydow","Ingmar Bergman","Lennart Wallén","Gunnar Fischer","Erik Nordgren","Allan Ekelund","SF Studios","Sweden","Swedish"
"Requiem for a Dream",2000,4.5,"blu-ray","2020-04-03",4.06,102,"crime","Darren Aronofsky","Ellen Burstyn","Darren Aronofsky","Jay Rabinowitz","Matthew Libatique","Clint Mansell","Eric Watson","Artisan Entertainment","USA","English"
"Dogtooth",2009,3.5,"streaming","2020-04-04",3.79,98,"drama","Yorgos Lanthimos","Christos Stergioglou","Yorgos Lanthimos","Yorgos Mavropsaridis","Thimios Bakatakis",NA,"Yorgos Lanthimos","Greek Film Centre","Greece","Greek (modern)"
"The Cabin in the Woods",2011,2.5,"streaming","2020-04-06",3.49,95,"comedy","Drew Goddard","Chris Hemsworth","Joss Whedon","Lisa Lassek","Peter Deming","David Julyan","Joss Whedon","Lionsgate","USA","English"
"Under the Silver Lake",2018,4,"streaming","2020-04-10",3.47,139,"crime","David Robert Mitchell","Andrew Garfield","David Robert Mitchell","Julio Perez IV","Mike Gioulakis","Rich Vreeland","Chris Bender","Michael De Luca Productions","USA","English"
"Mission: Impossible",1996,3,"blu-ray","2020-04-12",3.53,110,"adventure","Brian De Palma","Tom Cruise","David Koepp","Paul Hirsch","Stephen H. Burum","Danny Elfman","Tom Cruise","Paramount","USA","English"
"Being John Malkovich",1999,4,"blu-ray","2020-04-13",4,113,"drama","Spike Jonze","John Cusack","Charlie Kaufman","Eric Zumbrunnen","Lance Acord","Carter Burwell","Charlie Kaufman","Gramercy Pictures","USA","English"
"The Lighthouse",2019,4.5,"streaming","2020-04-18",4.05,109,"thriller","Robert Eggers","Robert Pattinson","Robert Eggers","Louise Ford","Jarin Blaschke","Mark Korven","Arnon Milchan","A24","Canada","English"
"Taxi Driver",1976,4.5,"streaming","2020-04-20",4.24,114,"drama","Martin Scorsese","Robert De Niro","Paul Schrader","Tom Rolf","Michael Chapman","Bernard Herrmann","Julia Phillips","Italo/Judeo Productions","USA","English"
"Silence",2016,4.5,"streaming","2020-04-23",3.82,161,"history","Martin Scorsese","Andrew Garfield","Martin Scorsese","Thelma Schoonmaker","Rodrigo Prieto","Kathryn Kluge","Martin Scorsese","Waypoint Entertainment","Mexico","English"
"Bringing Out the Dead",1999,3,"streaming","2020-04-24",3.61,121,"drama","Martin Scorsese","Nicolas Cage","Paul Schrader","Thelma Schoonmaker","Robert Richardson","Elmer Bernstein","Scott Rudin","Touchstone Pictures","USA","English"
